Referencia;Nome;Categoria;Preco;Imagem;Preco Final;Id Categoria;Ativo
;KIT - Autocolantes (OEM), RAPTOR-4 (QD03);  Autocolantes ;15,45;https://motoxpert.pt/web/image/product.product/8769/image?unique=4df9877;19,0035;36;1
;KIT - Autocolantes (OEM), GAZELLE (MD05);  Autocolantes ;8,13;https://motoxpert.pt/web/image/product.product/7324/image?unique=d2b34df;9,9999;36;1
P1765;KIT - Autocolantes (MONSTER), GAZELLE (MD05);  Autocolantes ;0;https://motoxpert.pt/web/image/product.template/5243/image?unique=f84c52e;0;36;1
P1766;KIT - Autocolantes (ROCKSTAR), GAZELLE (MD05);  Autocolantes ;8,13;https://motoxpert.pt/web/image/product.template/5242/image?unique=7c0ec95;9,9999;36;1
P1767;KIT - Autocolantes (MAKITA), GAZELLE (MD05);  Autocolantes ;15,45;https://motoxpert.pt/web/image/product.template/5241/image?unique=1c0b83f;19,0035;36;1
P1774;KIT - Autocolantes (OEM), QUAD RACER (QD07);  Autocolantes ;15,45;https://motoxpert.pt/web/image/product.product/7359/image?unique=2bbe0be;19,0035;36;1
P2595;Autocolante do Botão SeleCtor, ATV ELETRICO;  Autocolantes ;2,44;https://motoxpert.pt/web/image/product.template/6894/image?unique=fe8da03;3,0012;36;1
P1137;KIT - Autocolantes (MONSTER), TIPO CRF70, PITBIKE ;  Autocolantes ;23,58;https://motoxpert.pt/web/image/product.template/5485/image?unique=d0c8a04;29,0034;36;1
P1138;KIT - Autocolantes (MONSTER), TIPO KLX110, PITBIKE;  Autocolantes ;23,58;https://motoxpert.pt/web/image/product.template/5484/image?unique=d0c8a04;29,0034;36;1
PSYCF;Autocolantes (Folha A4) YCF ;  Autocolantes ;2,44;https://motoxpert.pt/web/image/product.template/5234/image?unique=a9b0475;3,0012;36;1
P2552;KIT - Autocolantes Quadro/Chassi FACTORY YCF;  Autocolantes ;15,45;https://motoxpert.pt/web/image/product.template/6466/image?unique=88d59a6;19,0035;36;1
STSVYCF;Autocolantes (Folha A4) VARIOS, YCF;  Autocolantes ;7,32;https://motoxpert.pt/web/image/product.template/5134/image?unique=a9b0475;9,0036;36;1
P2784;Autocolantes (Folha 40x30cm) CRIANÇA;  Autocolantes ;12,2;https://motoxpert.pt/web/image/product.template/6348/image?unique=a9b0475;15,006;36;1
P3631;KIT - Autocolantes (METAL MULISHA), TIPO KLX110, PITBIKE;  Autocolantes ;31,71;https://motoxpert.pt/web/image/product.template/6096/image?unique=d0c8a04;39,0033;36;1
P3664;KIT - Autocolantes, KNIGHT (MD02), PITBIKE;  Autocolantes ;15,45;https://motoxpert.pt/web/image/product.template/6079/image?unique=88d59a6;19,0035;36;1
P4106;KIT Autocolantes (PRETO/VERM - BRANCO/LARANJA), GUEWER (ZWD-TT);  Autocolantes ;16,22;https://motoxpert.pt/web/image/product.template/7507/image?unique=ab77198;19,9506;36;1
P4235;Autocolante de depósito GORILLA;  Autocolantes ;8,09;https://motoxpert.pt/web/image/product.template/7429/image?unique=55af0b9;9,9507;36;1
KD17-MONSTER-01;KIT - Autocolantes MONSTER ® YCF (START 2008-2017/ PILOT 2013-2015/ FACTORY 2012-2015);  Autocolantes ;56,1;https://motoxpert.pt/web/image/product.template/7394/image?unique=88d59a6;69,003;36;1
KD17-MONSTER-02; KIT - Autocolantes MONSTER ® YCF (PILOT 2016-2017/ FACTORY 2016-2017) ;  Autocolantes ;56,1;https://motoxpert.pt/web/image/product.template/7393/image?unique=88d59a6;69,003;36;1
P5156;Autocolantes (PORTUGAL) YCF;  Autocolantes ;0,41;https://motoxpert.pt/web/image/product.template/8440/image?unique=d0c8a04;0,5043;36;1
KD17-GEICO-02;Kit de Autocolantes, GEICO YCF (PILOT 2016-2018/ FACTORY 2016-2018);  Autocolantes ;56,1;https://motoxpert.pt/web/image/product.template/8334/image?unique=88d59a6;69,003;36;1
KD17-GEICO-01;Kit de Autocolantes, GEICO YCF (START 2008-2018/ PILOT 2013-2015/ FACTORY 2012-2015) PITBIKE;  Autocolantes ;56,1;https://motoxpert.pt/web/image/product.template/8270/image?unique=88d59a6;69,003;36;1
XF125R(D).STICKER03;Autocolante Lateral MULTI-COLOR, BULLIT (HUNT);  Autocolantes ;4,47;https://motoxpert.pt/web/image/product.template/8210/image?unique=d0c8a04;5,4981;36;1
XF125R(D).STICKER02;Autocolante p/ lateral CINZA, BULLIT (HUNT);  Autocolantes ;4,47;https://motoxpert.pt/web/image/product.template/8133/image?unique=1c6ec2f;5,4981;36;1
XF125R(D).STICKER01;Autocolantes p/ Lateral OURO, BULLIT (HUNT);  Autocolantes ;4,47;https://motoxpert.pt/web/image/product.template/8132/image?unique=d0c8a04;5,4981;36;1
P5908;"Autocolante (simbolo) ""JONWAY""";  Autocolantes ;4,47;https://motoxpert.pt/web/image/product.template/7982/image?unique=55af0b9;5,4981;36;1
P5958;Autocolante Logótipo, NECO (AZZURRO);  Autocolantes ;4,47;https://motoxpert.pt/web/image/product.template/9525/image?unique=9052a4b;5,4981;36;1
KDFT1872018;Kit Autocolantes (FLAT TRACK S187 2018) SUNDAY / YCF FLAT TRACK;  Autocolantes ;60,98;https://motoxpert.pt/web/image/product.template/9032/image?unique=88d59a6;75,0054;36;1
;KIT - Autocolantes (OEM), MONSTER DELUXE (QD03K);  Autocolantes ;15,45;https://motoxpert.pt/web/image/product.template/9020/image?unique=40597f8;19,0035;36;1
P7098;Caixa de Direcção, Peugeot;  Caixas De Direcção ;0;https://motoxpert.pt/web/image/product.template/11085/image?unique=b54fdad;0;37;1
P7154;KIT - Caixa de Direcção, GUEWER (ZWD-ZGL);  Caixas De Direcção ;24,8;https://motoxpert.pt/web/image/product.template/10884/image?unique=8ae9ca0;30,504;37;1
51631QMNZ050;Porca da Caixa de Direcção, BULLIT (HUNT / SPIRIT / HERO 125 /  BLUROC 125);  Caixas De Direcção ;3,21;https://motoxpert.pt/web/image/product.template/6969/image?unique=5bf04bf;3,9483;37;1
P1428;Kit Caixas Direccao ( 2 ) Int:24mm tipo 1;  Caixas De Direcção ;23,58;https://motoxpert.pt/web/image/product.template/5825/image?unique=e087990;29,0034;37;1
P1426;Kit Caixas Direccao ( 2 ) Ext:41mm/Int:22mm, PITBIKE;  Caixas De Direcção ;12,11;https://motoxpert.pt/web/image/product.template/5824/image?unique=ed804b1;14,8953;37;1
P1419;Rolamento Conico - Caixa Direccao 46-23.5, 46-22 YCF;  Caixas De Direcção ;31,71;https://motoxpert.pt/web/image/product.template/5823/image?unique=d0c8a04;39,0033;37;1
P1422;Rolamento Conico - Direccao Ext:44mm/Int:22mm;  Caixas De Direcção ;12,11;https://motoxpert.pt/web/image/product.template/5822/image?unique=d0c8a04;14,8953;37;1
7.020.002;Fole da Caixa De Direccao ESQ (CURTO), GO KART;  Caixas De Direcção ;7,32;https://motoxpert.pt/web/image/product.template/4479/image?unique=d0c8a04;9,0036;37;1
P376;Fole da Caixa De Direccao DRT (LONGO), GO KART;  Caixas De Direcção ;9,67;https://motoxpert.pt/web/image/product.template/4478/image?unique=cbb7f03;11,8941;37;1
P.07.0210;KIT CAIXA DIREÇAO ST50/90 Ext:41MM/Int:24mm;  Caixas De Direcção ;23,58;https://motoxpert.pt/web/image/product.template/1518/image?unique=e087990;29,0034;37;1
P.07.0242;KIT - Caixa de direcção, Comp. JONWAY (VITORIA), NECO (LOLA/AZZURO) (Stock antigo);  Caixas De Direcção ;23,58;https://motoxpert.pt/web/image/product.template/1517/image?unique=2c8a875;29,0034;37;1
P.07.0148;KIT - Caixa de Direcção (cima + baixo), T-REX;  Caixas De Direcção ;23,58;https://motoxpert.pt/web/image/product.template/1516/image?unique=f867c0e;29,0034;37;1
P.07.0118;KIT - Caixa de Direcção (cima + baixo) 27x43mm + 25x43mm / JONWAY (Fun Racer ?);  Caixas De Direcção ;32,48;https://motoxpert.pt/web/image/product.template/1515/image?unique=2c8a875;39,9504;37;1
P.07.0119;KIT - Caixa de Direcção (cima + baixo) City Runner;  Caixas De Direcção ;47,97;https://motoxpert.pt/web/image/product.template/1514/image?unique=2c8a875;59,0031;37;1
P.07.0122;KIT - Caixa de Direcção (cima + baixo) Adventure;  Caixas De Direcção ;23,58;https://motoxpert.pt/web/image/product.template/1513/image?unique=2c8a875;29,0034;37;1
P.07.0235;Caixa de direcção completa GORILLA, SKYMAX, BUBBLY;  Caixas De Direcção ;23,58;https://motoxpert.pt/web/image/product.template/1346/image?unique=f867c0e;29,0034;37;1
P.07.0120;Caixa de Direcção (cima + baixo),PREDATOR;  Caixas De Direcção ;47,97;https://motoxpert.pt/web/image/product.template/1345/image?unique=2c8a875;59,0031;37;1
P.07.0212;Kit Caixas direção ( 2 ) CUB;  Caixas De Direcção ;23,58;https://motoxpert.pt/web/image/product.template/1344/image?unique=f867c0e;29,0034;37;1
KRDIRECTION41-2;Rolamento Conico - Caixa Direccao 41-24, 41-22.52 YCF (50A / 88 / LITE) / TOX (MD02 KNIGHT) PITBIKE;  Caixas De Direcção ;31,71;https://motoxpert.pt/web/image/product.template/8482/image?unique=288fbad;39,0033;37;1
51356QMNZ050;Anilha da Porca de Direcção, BULLIT (HUNT / SPIRIT / HERO);  Caixas De Direcção ;2,15;https://motoxpert.pt/web/image/product.template/6968/image?unique=ca177b2;2,6445;37;1
M53220-FT09-0000;Caixa de Direcção, NECO (ALEXONE);  Caixas De Direcção ;34,15;https://motoxpert.pt/web/image/product.template/10838/image?unique=76eed40;42,0045;37;1
05610Q030205;Rolamento 30205, Caixa Direcção, BULLIT (HUNT/SPIRIT/HERO);  Caixas De Direcção ;31,71;https://motoxpert.pt/web/image/product.template/8309/image?unique=5dc62f5;39,0033;37;1
05610Q32006X;Rolamento 32006X, Caixa Direcção, BULLIT (HUNT/SPIRIT/HERO);  Caixas De Direcção ;31,71;https://motoxpert.pt/web/image/product.template/8310/image?unique=7478c55;39,0033;37;1
51643QMNZ050;Plastico Tapa-pos (superior), BULLIT (HUNT / SPIRIT / HERO);  Caixas De Direcção ;3,05;https://motoxpert.pt/web/image/product.template/7964/image?unique=70c1540;3,7515;37;1
51640QMNZ000;Vedante Tapa-pos (inferior), BULLIT (HUNT / SPIRIT / HERO);  Caixas De Direcção ;3,25;https://motoxpert.pt/web/image/product.template/6982/image?unique=63f771e;3,9975;37;1
M3570009;Caixa de Direcção, NECO (ONE 12);  Caixas De Direcção ;24,35;https://motoxpert.pt/web/image/product.template/10834/image?unique=a2db797;29,9505;37;1
51358QMNZ050;Porca da Coluna de Direcção (Cromada), BULLIT (HUNT / SPIRIT / HERO);  Caixas De Direcção ;5,37;https://motoxpert.pt/web/image/product.template/6983/image?unique=ea74c75;6,6051;37;1
M50300-F8-9000;Caixa de Direcção, NECO (BORSALINO);  Caixas De Direcção ;24,35;https://motoxpert.pt/web/image/product.template/10835/image?unique=2f0511a;29,9505;37;1
FORK KIT;Kit Rolamento de Direcção, NECO (LOLA);  Caixas De Direcção ;34,15;https://motoxpert.pt/web/image/product.template/8135/image?unique=2cdaa9d;42,0045;37;1
P1608;Caixa Direcção Carter SYM 171MM;  Caixas De Direcção ;97,56;https://motoxpert.pt/web/image/product.template/5279/image?unique=4bd82c7;119,9988;37;1
P2039;Rotula Caixa Direccção Rosca Fêmea 14mm / Rosca Macho 12mm (cópia) (cópia);  Caixas De Direcção ;0;https://motoxpert.pt/web/image/product.template/5874/image?unique=2f85c24;0;37;1
P2040;Rotula Caixa Direccção Rosca Fêmea 14mm / Rosca Macho 12mm (cópia) (cópia);  Caixas De Direcção ;0;https://motoxpert.pt/web/image/product.template/5873/image?unique=2f85c24;0;37;1
P2037;Rotula Caixa Direccção Rosca Fêmea 14mm / Rosca Macho 12mm;  Caixas De Direcção ;0;https://motoxpert.pt/web/image/product.template/5872/image?unique=2f85c24;0;37;1
P2509;"Caixa de Direcção (CIMA), (1 1/8"" x 1"") BICICLETA";  Caixas De Direcção ;4,47;https://motoxpert.pt/web/image/product.template/6490/image?unique=55af0b9;5,4981;37;1
P2630;Rotula Caixa Direccção Rosca Fêmea 14mm / Rosca Macho 10mm;  Caixas De Direcção ;0;https://motoxpert.pt/web/image/product.template/6884/image?unique=2f85c24;0;37;1
P2632;Caixa de Direcção (Tipo 1), Comp: 340mm / Rótulas M16, BUGGY/KART-CROSS (?);  Caixas De Direcção ;97,56;https://motoxpert.pt/web/image/product.template/6428/image?unique=cbb7f03;119,9988;37;1
P4070;KIT - Caixa de Direcção (cima + baixo), GUEWER (ZWD-TT);  Caixas De Direcção ;24,8;https://motoxpert.pt/web/image/product.template/7539/image?unique=d0c8a04;30,504;37;1
P4256;Vedante, da Caixa de Direcção YCF PITBIKE;  Caixas De Direcção ;2,44;https://motoxpert.pt/web/image/product.template/7416/image?unique=ed804b1;3,0012;37;1
P4371;Caixa de Direcção (completa), GUEWER (ZWD 306);  Caixas De Direcção ;8,54;https://motoxpert.pt/web/image/product.template/7371/image?unique=7f8de00;10,5042;37;1
P4922;Caixa de Direcção, V-CLIC / JONWAY (SOLANA QT-6);  Caixas De Direcção ;16,22;https://motoxpert.pt/web/image/product.template/7022/image?unique=2c8a875;19,9506;37;1
P5371;Fole da Caixa de Direcção, Tipo 2;  Caixas De Direcção ;16,26;https://motoxpert.pt/web/image/product.template/8796/image?unique=2f85c24;19,9998;37;1
P6750;Kit Caixas Direcção (x2 ), rolamentos cónicos, 44x22 - 44x23, PITBIKE;  Caixas De Direcção ;22,76;https://motoxpert.pt/web/image/product.template/9712/image?unique=d0c8a04;27,9948;37;1
P6751;Kit Caixas Direcção (x2 ), rolamentos cónicos, 44x22 - 44x23.5, PITBIKE;  Caixas De Direcção ;22,76;https://motoxpert.pt/web/image/product.template/9711/image?unique=d0c8a04;27,9948;37;1
P6849;Rolamento da Caixa de Direcção (BAIXO), JIANSHE (JS125-6);  Caixas De Direcção ;24,35;https://motoxpert.pt/web/image/product.template/8990/image?unique=d0c8a04;29,9505;37;1
P6850;Rolamento da Caixa de Direcção (CIMA), JIANSHE (JS125-6);  Caixas De Direcção ;16,22;https://motoxpert.pt/web/image/product.template/8989/image?unique=d0c8a04;19,9506;37;1
PROD8910;Amortecedor TRAS (170mm), ATV49 (ANTIGO);  Amortecedores ;8,13;https://motoxpert.pt/web/image/product.template/31673/image?unique=b54fdad;9,9999;38;1
PROD8909;Amortecedor TRAS (150mm), ATV49 (ANTIGO) ;  Amortecedores ;8,13;https://motoxpert.pt/web/image/product.template/31672/image?unique=b54fdad;9,9999;38;1
PROD8816;Amortecedor TRAS, (275mm) / Scooter / GY6 / CHINA;  Amortecedores ;40,6;https://motoxpert.pt/web/image/product.template/23718/image?unique=b54fdad;49,938;38;1
P7170;Amortecedor (x2) TRAS, GUEWER (ZWD-ZGL);  Amortecedores ;40,61;https://motoxpert.pt/web/image/product.template/10899/image?unique=73a8151;49,9503;38;1
P4741;Casquilho/Espaçador Amortecedor Ø12mm, YCF (RSP, CLASSIC, FACTORY 2010-2016) / PITBIKE;  Amortecedores ;3,25;https://motoxpert.pt/web/image/product.template/7724/image?unique=d0c8a04;3,9975;38;1
P1755;Batente de Amortecedor Trás ( pequeno ) DAZON;  Amortecedores ;5,12;https://motoxpert.pt/web/image/product.template/5713/image?unique=bbb169e;6,2976;38;1
P1231;KIT - Amortecedor (x2) TRAS (L:335mm) (Olhas/Forqueta), SCOOTER UNIVERSAL;  Amortecedores ;96,75;https://motoxpert.pt/web/image/product.template/1799/image?unique=94ce1ea;119,0025;38;1
P.07.0195;Amortecedor FRT c/ regulação (28cm) (mola amarela), ATV90/110 (ANTIGO);  Amortecedores ;16,22;https://motoxpert.pt/web/image/product.template/1548/image?unique=d0c8a04;19,9506;38;1
P.07.0254;Amortecedor FRT (28,5cm) (mola amarela), ATV90/110 ;  Amortecedores ;24,35;https://motoxpert.pt/web/image/product.template/1547/image?unique=3ab0c7e;29,9505;38;1
P.07.0274;Kit Bielas do amortecedor tras MIKILON;  Amortecedores ;43,9;https://motoxpert.pt/web/image/product.template/1525/image?unique=defa0e4;53,997;38;1
P.05.0118;Batente de Amortecedor Frente ( grande ) DAZON;  Amortecedores ;12,44;https://motoxpert.pt/web/image/product.template/1309/image?unique=bbb169e;15,3012;38;1
P.10.0068;Apoio do amortecedor FRT VITORIA  P6 DRT;  Amortecedores ;9,76;https://motoxpert.pt/web/image/product.template/1287/image?unique=55af0b9;12,0048;38;1
P.10.0069;Apoio do amortecedor FRT VITORIA  P19 ESQ;  Amortecedores ;9,76;https://motoxpert.pt/web/image/product.template/1286/image?unique=55af0b9;12,0048;38;1
P.10.0070;Apoio do Amortecedor FRT VITORIA P15;  Amortecedores ;9,76;https://motoxpert.pt/web/image/product.template/1285/image?unique=55af0b9;12,0048;38;1
P.10.0050;Amortecedor 310mm TRAS T-REX  ;  Amortecedores ;80,49;https://motoxpert.pt/web/image/product.template/1284/image?unique=e840064;99,0027;38;1
P.10.0014;Amortecedor TRAS (330mm / Olhal-Forqueta), SCOOTER UNIVERSAL;  Amortecedores ;23,58;https://motoxpert.pt/web/image/product.template/1283/image?unique=a57a949;29,0034;38;1
P.07.0216;Amortecedor 400mm TRAS ATV500;  Amortecedores ;97,56;https://motoxpert.pt/web/image/product.template/1282/image?unique=d502f26;119,9988;38;1
P.10.0055;Amortecedor (vendido à unidade) TRAS (58cm), BUGGY/KART-CROSS (GTR250);  Amortecedores ;80,49;https://motoxpert.pt/web/image/product.template/1281/image?unique=55af0b9;99,0027;38;1
P.07.0203;Amortecedor TRAS (455cm), ATV GTX 300;  Amortecedores ;0;https://motoxpert.pt/web/image/product.template/1280/image?unique=2f85c24;0;38;1
P.10.0038;Amortecedor TRAS (330mm), SKYMAX;  Amortecedores ;39,84;https://motoxpert.pt/web/image/product.template/1279/image?unique=defa0e4;49,0032;38;1
P.07.0260;Amortecedor TRAS (310mm), CHOPPER / YAMASAKI;  Amortecedores ;73,17;https://motoxpert.pt/web/image/product.template/1278/image?unique=c017539;89,9991;38;1
P.10.0051;Amortecedor TRAS (315mm) V-RAPTOR, 125/250 Cross  ;  Amortecedores ;96,75;https://motoxpert.pt/web/image/product.template/1276/image?unique=babf918;119,0025;38;1
P.10.0042;Amortecedor (x2) TRAS (28cm), GORILLA/MONKEY;  Amortecedores ;56,91;https://motoxpert.pt/web/image/product.template/1274/image?unique=aa4801f;69,9993;38;1
P.07.0190;Amortecedor TRAS (255mm), CUB;  Amortecedores ;73,17;https://motoxpert.pt/web/image/product.template/1273/image?unique=defa0e4;89,9991;38;1
P.10.0080;Amortecedor FRT (260mm), JONWAY (VICTORIA NL) / ZNEN (ZN125T-F);  Amortecedores ;40,65;https://motoxpert.pt/web/image/product.template/1270/image?unique=d0c8a04;49,9995;38;1
P.07.0198;Amortecedor FRT c/ Regulação (360mm) (Mola Preta), ATV150/250;  Amortecedores ;40,65;https://motoxpert.pt/web/image/product.template/1269/image?unique=31103a4;49,9995;38;1
P.07.0215;Amortecedor 450mm FRT  ATV500;  Amortecedores ;121,95;https://motoxpert.pt/web/image/product.template/1268/image?unique=d502f26;149,9985;38;1
P.07.0255;Amortecedor Gás TRAS (475mm) c/ Regulação, XY500 GK (4x4)  ;  Amortecedores ;130,08;https://motoxpert.pt/web/image/product.template/1267/image?unique=d502f26;159,9984;38;1
P.10.0062;Amortecedor FRT (325mm), ATV GTX 300;  Amortecedores ;97,56;https://motoxpert.pt/web/image/product.template/1264/image?unique=377d85e;119,9988;38;1
P.07.0168;Amortecedor TRAS (100mm), ATV49, QD01;  Amortecedores ;8,13;https://motoxpert.pt/web/image/product.template/1221/image?unique=3889fd6;9,9999;38;1
P6342;Amortecedor TRAS (L:280mm / 1000 LBS), PITBIKE;  Amortecedores ;80,49;https://motoxpert.pt/web/image/product.template/9312/image?unique=1942cc7;99,0027;38;1
P2292;Amortecedor TRAS (L:260mm / 1000 LBS), PITBIKE ;  Amortecedores ;80,49;https://motoxpert.pt/web/image/product.template/6698/image?unique=80e622a;99,0027;38;1
M52400-FT09-0000;Amortecedor, NECO (ALEXONE 125);  Amortecedores ;73,17;https://motoxpert.pt/web/image/product.template/10453/image?unique=85f3bb5;89,9991;38;1
P4509;Amortecedor TRAS (280mm) a GÁS, ATV90/110, A110-XK;  Amortecedores ;65,04;https://motoxpert.pt/web/image/product.template/7267/image?unique=9e1fcff;79,9992;38;1
P2101;Amortecedor GAS TRAS (280mm), TOX (MD02) / PITBIKE;  Amortecedores ;56,91;https://motoxpert.pt/web/image/product.template/5624/image?unique=648dae9;69,9993;38;1
P.07.0043;Amortecedor TRAS (275mm) (mola branca), TOX(A110) ATV110-125;  Amortecedores ;31,71;https://motoxpert.pt/web/image/product.template/1551/image?unique=bd4d7a4;39,0033;38;1
M09160Q150002;Anilha M15, da biela do Amortecedor / BULLIT (HERO 125);  Amortecedores ;3,24;https://motoxpert.pt/web/image/product.template/36465/image?unique=a73c973;3,9852;38;1
PROD8908;Amortecedor TRAS (125mm), ATV49 (ANTIGO);  Amortecedores ;8,13;https://motoxpert.pt/web/image/product.template/31671/image?unique=d4994f8;9,9999;38;1
P7080;Amortecedor TRAS (NOVO) L:180, TOX (MINI-MADOX 49 QD07) MINI-ATV 49;  Amortecedores ;24,35;https://motoxpert.pt/web/image/product.template/9859/image?unique=8734ae4;29,9505;38;1
P.07.0223;Amortecedor TRAS (150mm) ATV49 QD03;  Amortecedores ;8,13;https://motoxpert.pt/web/image/product.template/1223/image?unique=c1cd2e1;9,9999;38;1
P.07.0257;Amortecedor TRAS (125mm), TOX (QD01 / E-QD03-L / ...) MINI-ATV 49;  Amortecedores ;8,13;https://motoxpert.pt/web/image/product.template/1222/image?unique=de92240;9,9999;38;1
M09285Q380001;Retentor 38x48x4mm, da Biela Amortecedor BULLIT (HERO);  Amortecedores ;8,46;https://motoxpert.pt/web/image/product.template/10827/image?unique=eac85c3;10,4058;38;1
P2076;Escora / Braço Oscilante (Aluminio), Tipo DUPLO-AMORTECEDOR, PITBIKE;  Amortecedores ;24,35;https://motoxpert.pt/web/image/product.template/5692/image?unique=72ceff3;29,9505;38;1
M61241QMNZ000;Espaçador, da Biela do Amortecedor / BULLIT (HERO);  Amortecedores ;11,38;https://motoxpert.pt/web/image/product.template/10845/image?unique=4cc7039;13,9974;38;1
P2413;Amortecedor TRAS (270mm), ATV90 (MADOX);  Amortecedores ;28,46;https://motoxpert.pt/web/image/product.template/6527/image?unique=024dd12;35,0058;38;1
M09263380001;Rolamento de Agulhas HK38/48/25 (38x48mm), da Biela do Amortecedor BULLIT (HERO);  Amortecedores ;11,38;https://motoxpert.pt/web/image/product.template/10826/image?unique=aa447fb;13,9974;38;1
P7079;Amortecedor FRT (NOVO) L:150, TOX (MINI-MADOX 49 QD07) MINI-ATV 49;  Amortecedores ;16,22;https://motoxpert.pt/web/image/product.template/9860/image?unique=e0d38e1;19,9506;38;1
P.07.0224;Amortecedor FRT (170mm) ATV49 QD03;  Amortecedores ;10,16;https://motoxpert.pt/web/image/product.template/1263/image?unique=ab6212f;12,4968;38;1
PROD9303;Amortecedor FRT (235mm) (mola branca) TOX (MADOX 90 A503) ATV90;  Amortecedores ;12,2;https://motoxpert.pt/web/image/product.template/32250/image?unique=ff3acae;15,006;38;1
P.07.0079;Amortecedor FRT (150mm), TOX (QD01 / E-QD03-L) / MINI-ATV 49;  Amortecedores ;8,13;https://motoxpert.pt/web/image/product.template/1220/image?unique=3dfd830;9,9999;38;1
P6114;Amortecedor FRT (270mm) (mola branca) ATV90-110, TOX (BIGFOOT / RAZER);  Amortecedores ;24,35;https://motoxpert.pt/web/image/product.template/9437/image?unique=a696a8f;29,9505;38;1
P.07.0047;Amortecedor FRT (270mm) (mola amarela) ATV90/110 (ANTIGO);  Amortecedores ;12,2;https://motoxpert.pt/web/image/product.template/1545/image?unique=280177a;15,006;38;1
P.07.0046;Amortecedor Gás FRT (27cm) (preto) (ANTIGO), ATV90/110;  Amortecedores ;16,22;https://motoxpert.pt/web/image/product.template/1544/image?unique=f8b13d5;19,9506;38;1
M09381Q260001;Freio 26mm, da Biela do Amortecedor / BULLIT (HERO 125);  Amortecedores ;3,24;https://motoxpert.pt/web/image/product.template/36464/image?unique=ac249c4;3,9852;38;1
PROD8907;Amortecedor FRT (320mm), ATV90-110, TOX (SPEEDBIRD / ATV110-XK);  Amortecedores ;24,35;https://motoxpert.pt/web/image/product.template/31670/image?unique=f8569a9;29,9505;38;1
P4508;Amortecedor FRT (320mm) a GÁS/BOTIJA, ATV90/110, ATV110-XK;  Amortecedores ;65,04;https://motoxpert.pt/web/image/product.template/7268/image?unique=0d3ff71;79,9992;38;1
P.07.0256;Amortecedor FRT/TRAS (325mm), ATV90/110 ANTIGA;  Amortecedores ;24,35;https://motoxpert.pt/web/image/product.template/1549/image?unique=47b234c;29,9505;38;1
M61216QMNZ000;Eixo 128x14mm, da Biela do Amortecedor / BULLIT (HERO 125);  Amortecedores ;12,19;https://motoxpert.pt/web/image/product.template/36463/image?unique=899f27a;14,9937;38;1
P5693;"Amortecedor TRAS (L:245), TOX (RAZER A502), MINI ATV 110 (6"")";  Amortecedores ;23,58;https://motoxpert.pt/web/image/product.template/8109/image?unique=fabb52e;29,0034;38;1
PROD8913;Amortecedor TRAS (195mm x 200lbs) (Mola Amarela), MINIMOTARD (MD03) / TOX , MINIMOTO 47cc-49cc;  Amortecedores ;15,45;https://motoxpert.pt/web/image/product.template/31676/image?unique=0875325;19,0035;56;1
P7148;T de Direcção (COMPLETO c/ Bainhas) GUEWER (ZWD-ZGL);  Bainhas De Suspensão ;81,26;https://motoxpert.pt/web/image/product.template/10878/image?unique=461d07f;99,9498;56;1
P1621;Retentor / Vedante (17X10X5), YCF;  Bainhas De Suspensão ;6,5;https://motoxpert.pt/web/image/product.template/5821/image?unique=e5bbf4a;7,995;56;1
EF03-0009;Retentor / Vedante Bainha (37X50X11), ENGI® YCF;  Bainhas De Suspensão ;6,5;https://motoxpert.pt/web/image/product.template/4573/image?unique=334e1d4;7,995;56;1
P.10.0029;Bainha ESQ Viper  ;  Bainhas De Suspensão ;48,78;https://motoxpert.pt/web/image/product.template/1308/image?unique=55af0b9;59,9994;56;1
P.10.0061;Bainha ESQ ST50/90;  Bainhas De Suspensão ;57,32;https://motoxpert.pt/web/image/product.template/1307/image?unique=51c5b85;70,5036;56;1
P.07.0205;Bainha ESQ, SOLANA;  Bainhas De Suspensão ;44,72;https://motoxpert.pt/web/image/product.template/1306/image?unique=70c0a62;55,0056;56;1
P.10.0027;Bainha ESQ Predator  ;  Bainhas De Suspensão ;73,17;https://motoxpert.pt/web/image/product.template/1305/image?unique=0e894d0;89,9991;56;1
P.10.0039;Bainha ESQ, Gorilla/Monkey;  Bainhas De Suspensão ;60,98;https://motoxpert.pt/web/image/product.template/1304/image?unique=59742b4;75,0054;56;1
P.10.0063;Bainha ESQ CUB;  Bainhas De Suspensão ;65,04;https://motoxpert.pt/web/image/product.template/1303/image?unique=55af0b9;79,9992;56;1
P.10.0023;Bainha ESQ, CITY RUNNER, ADVENTURE;  Bainhas De Suspensão ;58,54;https://motoxpert.pt/web/image/product.template/1302/image?unique=756d61c;72,0042;56;1
P.10.0036;Bainha ESQ, SKYMAX;  Bainhas De Suspensão ;60,98;https://motoxpert.pt/web/image/product.template/1301/image?unique=18c0cbb;75,0054;56;1
P.10.0052;Bainha DRT V-RAPTOR  ;  Bainhas De Suspensão ;142,28;https://motoxpert.pt/web/image/product.template/1299/image?unique=ad096b3;175,0044;56;1
P.10.0030;Bainha DRT Viper  ;  Bainhas De Suspensão ;48,78;https://motoxpert.pt/web/image/product.template/1298/image?unique=55af0b9;59,9994;56;1
P.10.0048;Bainha DRT T-REX  ;  Bainhas De Suspensão ;161,79;https://motoxpert.pt/web/image/product.template/1297/image?unique=6293000;199,0017;56;1
