Referencia;Nome;Categoria;Preco;Imagem;Preco Final;Id Categoria;Ativo
P6299;Bobine de Vela, Puch Maxi;  Velas E Bobines De Vela ;20,33;https://motoxpert.pt/web/image/product.template/9594/image?unique=d0c8a04;25,0059;68;1
P6300;Bobine de Vela, NARAKU / Beta RR 50 05-11 (c/ ignição Hidria AET);  Velas E Bobines De Vela ;88,62;https://motoxpert.pt/web/image/product.template/9593/image?unique=d0c8a04;109,0026;68;1
P6292;Bobine de Vela, Gilera, Piaggio 50-180cc;  Velas E Bobines De Vela ;16,22;https://motoxpert.pt/web/image/product.template/9592/image?unique=d0c8a04;19,9506;68;1
P6298;Bobine de Vela, Generic Trigger, Explorer, Keeway, KSR Moto, Ride;  Velas E Bobines De Vela ;40,61;https://motoxpert.pt/web/image/product.template/9591/image?unique=d0c8a04;49,9503;68;1
P6297;Bobine de Vela (6V), Vespa Citta, Ciao, SI;  Velas E Bobines De Vela ;12,2;https://motoxpert.pt/web/image/product.template/9590/image?unique=d0c8a04;15,006;68;1
P6296;Bobine de Vela, 6V p/ Piaggio Ape, Bravo, Boss, Ciao, Grillo, Vespa N, PX, Sprint;  Velas E Bobines De Vela ;16,22;https://motoxpert.pt/web/image/product.template/9589/image?unique=d0c8a04;19,9506;68;1
P6295;Bobine de Vela 6V,  Piaggio Ape, Bravo, Boss, Ciao, Grillo, Vespa N, PX, Sprint;  Velas E Bobines De Vela ;24,35;https://motoxpert.pt/web/image/product.template/9588/image?unique=d0c8a04;29,9505;68;1
P6759;Bobine de Vela 6V para Piaggio Ape, Bravo, Boss, Ciao, Grillo, Vespa N, PX, Sprint;  Velas E Bobines De Vela ;24,35;https://motoxpert.pt/web/image/product.template/9587/image?unique=1fe3dab;29,9505;68;1
P6294;Bobine de Vela 6V, 6V for Piaggio Ape, Bravo, Boss, Ciao, Grillo, Vespa N, PX, Sprint;  Velas E Bobines De Vela ;16,22;https://motoxpert.pt/web/image/product.template/9586/image?unique=d0c8a04;19,9506;68;1
P3372;Vela NGK CR7HSA;  Velas E Bobines De Vela ;4,06;https://motoxpert.pt/web/image/product.template/6128/image?unique=59b4e83;4,9938;68;1
P334;Vela NGK DPR9EA-9;  Velas E Bobines De Vela ;4,06;https://motoxpert.pt/web/image/product.template/4609/image?unique=d0c8a04;4,9938;68;1
P348;Vela NGK DPR8EA-9;  Velas E Bobines De Vela ;4,07;https://motoxpert.pt/web/image/product.template/4608/image?unique=d0c8a04;5,0061;68;1
P268;Vela NGK CR9EH-9;  Velas E Bobines De Vela ;6,96;https://motoxpert.pt/web/image/product.template/4607/image?unique=d0c8a04;8,5608;68;1
P456;Vela, NGK CR9E;  Velas E Bobines De Vela ;6,47;https://motoxpert.pt/web/image/product.template/4606/image?unique=ce6977b;7,9581;68;1
P455;Vela, NGK CR8EH-9;  Velas E Bobines De Vela ;7,48;https://motoxpert.pt/web/image/product.template/4605/image?unique=ce6977b;9,2004;68;1
P454;Vela, NGK CR8E;  Velas E Bobines De Vela ;4,12;https://motoxpert.pt/web/image/product.template/4604/image?unique=d0c8a04;5,0676;68;1
P453;Vela, NGK BR9ES;  Velas E Bobines De Vela ;2,98;https://motoxpert.pt/web/image/product.template/4603/image?unique=ce6977b;3,6654;68;1
P452;Vela, NGK BR8HSA;  Velas E Bobines De Vela ;3,22;https://motoxpert.pt/web/image/product.template/4602/image?unique=ce6977b;3,9606;68;1
P451;Vela, NGK BR8HS;  Velas E Bobines De Vela ;3,22;https://motoxpert.pt/web/image/product.template/4601/image?unique=ce6977b;3,9606;68;1
P450;Vela, NGK BR7HS;  Velas E Bobines De Vela ;3,45;https://motoxpert.pt/web/image/product.template/4600/image?unique=2599406;4,2435;68;1
P448;VELA NGK B9ES;  Velas E Bobines De Vela ;1,85;https://motoxpert.pt/web/image/product.template/4599/image?unique=ce6977b;2,2755;68;1
B8HS;Vela, NGK B8HS;  Velas E Bobines De Vela ;1,85;https://motoxpert.pt/web/image/product.template/4598/image?unique=d0c8a04;2,2755;68;1
B8ES;Vela, NGK B8ES;  Velas E Bobines De Vela ;1,85;https://motoxpert.pt/web/image/product.template/4597/image?unique=d0c8a04;2,2755;68;1
P445;VELA NGK B7HS;  Velas E Bobines De Vela ;1,85;https://motoxpert.pt/web/image/product.template/4596/image?unique=d0c8a04;2,2755;68;1
P444;VELA NGK B7ES;  Velas E Bobines De Vela ;1,85;https://motoxpert.pt/web/image/product.template/4595/image?unique=520141b;2,2755;68;1
P443;Vela NGK B6HS;  Velas E Bobines De Vela ;1,85;https://motoxpert.pt/web/image/product.template/4594/image?unique=d0c8a04;2,2755;68;1
P379;Bobine de Vela, 2-PIN / KIDEN / ZONTES / ...;  Velas E Bobines De Vela ;40,61;https://motoxpert.pt/web/image/product.template/4395/image?unique=d0c8a04;49,9503;68;1
P.16.0083.0003;Vela PREDATOR 250/ T.B.M / ATV 300 (NGK DPR7EA);  Velas E Bobines De Vela ;5,69;https://motoxpert.pt/web/image/product.template/2708/image?unique=c12de43;6,9987;68;1
P.16.0083.0005;Vela Dazon NGK BPR6ES;  Velas E Bobines De Vela ;3,24;https://motoxpert.pt/web/image/product.template/2707/image?unique=aac365f;3,9852;68;1
P.16.0083.0001;Vela NGK BPR7HS, 1E40QMB ;  Velas E Bobines De Vela ;2,6;https://motoxpert.pt/web/image/product.template/2706/image?unique=5b4f125;3,198;68;1
P.08.0208;Bobine Vela, TROTINETE / ROÇADORA 49CC;  Velas E Bobines De Vela ;16,22;https://motoxpert.pt/web/image/product.template/1318/image?unique=094ea3f;19,9506;68;1
P.08.0137;Bobine Vela DAZON;  Velas E Bobines De Vela ;80,49;https://motoxpert.pt/web/image/product.template/1317/image?unique=743a942;99,0027;68;1
P.08.0083;Bobine de Vela, TBM GTS 250, 172MM  ;  Velas E Bobines De Vela ;16,26;https://motoxpert.pt/web/image/product.template/1316/image?unique=9d2e4b9;19,9998;68;1
P.08.0051;Bobine de Vela (1 pin / 90º), SCOOTER JOG 50, 1E40QMB;  Velas E Bobines De Vela ;16,26;https://motoxpert.pt/web/image/product.template/1315/image?unique=d0c8a04;19,9998;68;1
P.08.0182;Bobine de Vela, CFMOTO 500, CF188;  Velas E Bobines De Vela ;28,46;https://motoxpert.pt/web/image/product.template/1314/image?unique=78b6d80;35,0058;68;1
PROD13690;Ficha estanque (4-pin) / UNIVERSAL;  Cablagens, Relés e Acessórios ;2,43;https://motoxpert.pt/web/image/product.template/36662/image?unique=23226bf;2,9889;69;1
PROD9294;Ficha estanque (2-pin) / UNIVERSAL;  Cablagens, Relés e Acessórios ;2,43;https://motoxpert.pt/web/image/product.template/32234/image?unique=0f21e65;2,9889;69;1
P7164;Cablagem, GUEWER (ZWD-ZGL);  Cablagens, Relés e Acessórios ;73,17;https://motoxpert.pt/web/image/product.template/10893/image?unique=ae7d14c;89,9991;69;1
P6800;Relé de pisca LED electronico 150W para Kymco, SYM, China;  Cablagens, Relés e Acessórios ;4,47;https://motoxpert.pt/web/image/product.template/9856/image?unique=2f85c24;5,4981;69;1
P6808;Relé de Piscas para Aprilia, Derbi, Gilera, Honda, MBK, Peugeot, Piaggio, Yamaha;  Cablagens, Relés e Acessórios ;0;https://motoxpert.pt/web/image/product.template/9657/image?unique=d0c8a04;0;69;1
P6806;Relé de Arranque (Bobine de chamada) NARAKU TIPO II, HONDA, KYMCO;  Cablagens, Relés e Acessórios ;0;https://motoxpert.pt/web/image/product.template/9656/image?unique=d0c8a04;0;69;1
P6805;Relé de Arranque (Bobine de chamada) NARAKU para, MBK, PIAGGIO, YAMAHA;  Cablagens, Relés e Acessórios ;11,38;https://motoxpert.pt/web/image/product.template/9655/image?unique=d0c8a04;13,9974;69;1
P4423;Ficha de Carregamento (c/tampa de borracha) Fêmea 3-PIN, GUEWER (ZWD 306 / ZWD-TT);  Cablagens, Relés e Acessórios ;4,47;https://motoxpert.pt/web/image/product.template/7322/image?unique=81b0263;5,4981;69;1
P3413;Cabo Adaptador / ficha p/ Carregamento, YCF 50A;  Cablagens, Relés e Acessórios ;8,13;https://motoxpert.pt/web/image/product.template/6726/image?unique=69ec83a;9,9999;69;1
P1940;Cablagem Completa Tipo 5;  Cablagens, Relés e Acessórios ;28,46;https://motoxpert.pt/web/image/product.template/5798/image?unique=495dbb6;35,0058;69;1
P1937;Cablagem Completa Tipo 2;  Cablagens, Relés e Acessórios ;44,72;https://motoxpert.pt/web/image/product.template/5797/image?unique=495dbb6;55,0056;69;1
P1939;Cablagem Completa Tipo 4;  Cablagens, Relés e Acessórios ;44,72;https://motoxpert.pt/web/image/product.template/5796/image?unique=495dbb6;55,0056;69;1
P1938;Cablagem Completa Tipo 3;  Cablagens, Relés e Acessórios ;44,72;https://motoxpert.pt/web/image/product.template/5795/image?unique=495dbb6;55,0056;69;1
P1919;Cablagem Scooter TIPO 1;  Cablagens, Relés e Acessórios ;44,72;https://motoxpert.pt/web/image/product.template/5723/image?unique=f8d7480;55,0056;69;1
P1920;Cablagem Mikilon 125;  Cablagens, Relés e Acessórios ;20,33;https://motoxpert.pt/web/image/product.template/5708/image?unique=18c1387;25,0059;69;1
P.31.0009;Cablagem, SKYTEAM (SKYMAX/DAX);  Cablagens, Relés e Acessórios ;60,98;https://motoxpert.pt/web/image/product.template/3305/image?unique=d63e8dd;75,0054;69;1
P.31.0006;Cablagem (Tipo 1), JONWAY (PREDATOR ?);  Cablagens, Relés e Acessórios ;60,98;https://motoxpert.pt/web/image/product.template/3304/image?unique=f8d7480;75,0054;69;1
P.31.0017;Cablagem Luz de presença e piscas Explorer;  Cablagens, Relés e Acessórios ;8,13;https://motoxpert.pt/web/image/product.template/3303/image?unique=de00c6d;9,9999;69;1
P.31.0010;Cablagem, SKYTEAM (GORILLA/MONKEY);  Cablagens, Relés e Acessórios ;60,98;https://motoxpert.pt/web/image/product.template/3302/image?unique=d63e8dd;75,0054;69;1
P.31.0001;Cablagem Fun Racer 50 4 Tempos ;  Cablagens, Relés e Acessórios ;60,98;https://motoxpert.pt/web/image/product.template/3301/image?unique=f8d7480;75,0054;69;1
P.31.0021;Cablagem farol Shotgun;  Cablagens, Relés e Acessórios ;8,13;https://motoxpert.pt/web/image/product.template/3300/image?unique=f8d7480;9,9999;69;1
P.31.0020;Cablagem Farolim Fun Racer/Shotgun;  Cablagens, Relés e Acessórios ;8,13;https://motoxpert.pt/web/image/product.template/3299/image?unique=f8d7480;9,9999;69;1
P.31.0024;Cablagem, YIANXIANG (CUB);  Cablagens, Relés e Acessórios ;60,98;https://motoxpert.pt/web/image/product.template/3298/image?unique=d63e8dd;75,0054;69;1
P.31.0005;Cablagem, JONWAY (CITY RUNNER);  Cablagens, Relés e Acessórios ;60,98;https://motoxpert.pt/web/image/product.template/3297/image?unique=f8d7480;75,0054;69;1
P.31.0004;Cablagem (4 Tempos), SHOTGUN;  Cablagens, Relés e Acessórios ;60,98;https://motoxpert.pt/web/image/product.template/3296/image?unique=f8d7480;75,0054;69;1
P.08.0157;Relé de piscas ATV500;  Cablagens, Relés e Acessórios ;6,1;https://motoxpert.pt/web/image/product.template/2033/image?unique=2f85c24;7,503;69;1
P.08.0200;Relé de Piscas 2-PIN, p/ lampadas LED e Normais 1-100W, UNIVERSAL;  Cablagens, Relés e Acessórios ;4,87;https://motoxpert.pt/web/image/product.template/1648/image?unique=d0c8a04;5,9901;69;1
P6063;CAIXA DE SUPORTE DE FUSIVEL ;  Cablagens, Relés e Acessórios ;0,61;https://motoxpert.pt/web/image/product.template/1358/image?unique=475076f;0,7503;69;1
P.13.0123;Cablagem das Lampadas do Farol FRT (DRT/ESQ), PREDATOR;  Cablagens, Relés e Acessórios ;8,13;https://motoxpert.pt/web/image/product.template/1343/image?unique=f8d7480;9,9999;69;1
P.03.0021;Relé do motor do diferencial ATV 500;  Cablagens, Relés e Acessórios ;50;https://motoxpert.pt/web/image/product.template/730/image?unique=eff7f40;61,5;69;1
PROD13689;Ficha estanque (3-pin) / UNIVERSAL;  Cablagens, Relés e Acessórios ;2,43;https://motoxpert.pt/web/image/product.template/36661/image?unique=2af988b;2,9889;69;1
38600QNA4000;Relé de Piscas (3-PIN), BULLIT (HUNT/SPIRIT/HERO);  Cablagens, Relés e Acessórios ;8,09;https://motoxpert.pt/web/image/product.template/7942/image?unique=323d25c;9,9507;69;1
P4862;KIT Fusiveis (19.2mm), 10pcs (5A / 7.5A / 10A / 15A/ 20A / 25A / 30A), UNIVERSAL;  Cablagens, Relés e Acessórios ;4,88;https://motoxpert.pt/web/image/product.template/7058/image?unique=4f897b3;6,0024;69;1
P.08.0207;Selector Mudanças Switch ATV electrica (marcha atrás);  Cablagens, Relés e Acessórios ;15,45;https://motoxpert.pt/web/image/product.template/1654/image?unique=464e80f;19,0035;69;1
P.08.0002;Cablagem, Comp. 125/140cc (KICK-START), PITBIKE;  Cablagens, Relés e Acessórios ;12,2;https://motoxpert.pt/web/image/product.template/1205/image?unique=6717a19;15,006;69;1
PROD9174;Buzina 36V, TOX (E-QD03L) / UNIVERSAL;  Cablagens, Relés e Acessórios ;8,09;https://motoxpert.pt/web/image/product.template/32116/image?unique=8f9f712;9,9507;69;1
P778;Cablagem, (E-START), MINI ATV 49;  Cablagens, Relés e Acessórios ;12,2;https://motoxpert.pt/web/image/product.template/4240/image?unique=56d3a83;15,006;69;1
P.08.0199;Buzina 24V, UNIVERSAL (TROTINETE / ATV ELETRICO 24V / ...);  Cablagens, Relés e Acessórios ;0,8;https://motoxpert.pt/web/image/product.template/1342/image?unique=bf34c2c;0,984;69;1
31801QLKD000;Bobine de Chamada, BULLIT (HERO);  Cablagens, Relés e Acessórios ;12,2;https://motoxpert.pt/web/image/product.template/7947/image?unique=b9852c6;15,006;69;1
P731;Sensor de Segurança (p/ pousa-pés), MINI ATV ELETRICA;  Cablagens, Relés e Acessórios ;11,38;https://motoxpert.pt/web/image/product.template/4662/image?unique=a58291d;13,9974;69;1
P.13.0132;Vidro do Farol Shotgun;  Faróis ;13,01;https://motoxpert.pt/web/image/product.template/1731/image?unique=55af0b9;16,0023;131;1
P.13.0137;Vidro do Farol FRT, CITY RUNNER;  Faróis ;16,67;https://motoxpert.pt/web/image/product.template/1726/image?unique=55af0b9;20,5041;131;1
P.13.0039;Farol (redondo) (cada), TIPO 1, ATV110;  Faróis ;7,32;https://motoxpert.pt/web/image/product.template/1565/image?unique=55af0b9;9,0036;131;1
P.13.0040;M4 : Farol FRT, ATV 110 (ANTIGA);  Faróis ;16,26;https://motoxpert.pt/web/image/product.template/1561/image?unique=55af0b9;19,9998;131;1
P.13.0164;Farol FRT, YAMASAKI;  Faróis ;86,5;https://motoxpert.pt/web/image/product.template/1479/image?unique=55af0b9;106,395;131;1
P.13.0161;Farol (completo) FRT, ZNEN (ZN125T-F) / JONWAY (NL VICTORIA);  Faróis ;60,98;https://motoxpert.pt/web/image/product.template/1478/image?unique=55af0b9;75,0054;131;1
P.13.0016;Farol FRT Shotgun  ;  Faróis ;48,78;https://motoxpert.pt/web/image/product.template/1477/image?unique=55af0b9;59,9994;131;1
P.13.0166;Farol FRT (redondo), RENLI;  Faróis ;20,33;https://motoxpert.pt/web/image/product.template/1476/image?unique=55af0b9;25,0059;131;1
P.13.0141;Farol FRT (redondo), ATV 250SM;  Faróis ;28,46;https://motoxpert.pt/web/image/product.template/1475/image?unique=55af0b9;35,0058;131;1
P.13.0140;Farol FRT (rectangular), ATV 250 (ANTIGA);  Faróis ;28,46;https://motoxpert.pt/web/image/product.template/1474/image?unique=55af0b9;35,0058;131;1
P.13.0067;Farol FRT, GORILLA/MONKEY, SKYMAX, BUBBLY;  Faróis ;73,58;https://motoxpert.pt/web/image/product.template/1473/image?unique=d0c8a04;90,5034;131;1
P.13.0003;Farol FRT Fun Racer  ;  Faróis ;65,45;https://motoxpert.pt/web/image/product.template/1472/image?unique=d0c8a04;80,5035;131;1
P.13.0009;Farol FRT ESQ Predator  ;  Faróis ;48,78;https://motoxpert.pt/web/image/product.template/1471/image?unique=55af0b9;59,9994;131;1
P.13.0108;Farol FRT ESQ, GTR250   ;  Faróis ;28,46;https://motoxpert.pt/web/image/product.template/1470/image?unique=55af0b9;35,0058;131;1
P.13.0145;Farol FRT (ESQ), ATV500;  Faróis ;39,84;https://motoxpert.pt/web/image/product.template/1469/image?unique=55af0b9;49,0032;131;1
P.13.0010;Farol FRT DRT Predator  ;  Faróis ;48,78;https://motoxpert.pt/web/image/product.template/1468/image?unique=55af0b9;59,9994;131;1
P.13.0109;Farol FRT DRT, GTR250   ;  Faróis ;53,17;https://motoxpert.pt/web/image/product.template/1467/image?unique=55af0b9;65,3991;131;1
P.13.0165;Farol FRT (DRT), ATV500;  Faróis ;73,17;https://motoxpert.pt/web/image/product.template/1466/image?unique=55af0b9;89,9991;131;1
P.13.0079;Farol FRT Dazon 1100  ;  Faróis ;48,78;https://motoxpert.pt/web/image/product.template/1465/image?unique=f3563ff;59,9994;131;1
P.13.0014;Farol FRT City Runner  ;  Faróis ;65,04;https://motoxpert.pt/web/image/product.template/1464/image?unique=55af0b9;79,9992;131;1
P.13.0163;Farol FRT, ATV 250 UTV;  Faróis ;44,72;https://motoxpert.pt/web/image/product.template/1463/image?unique=f3563ff;55,0056;131;1
P.13.0015;Farol FRT Adventure  ;  Faróis ;52,85;https://motoxpert.pt/web/image/product.template/1462/image?unique=55af0b9;65,0055;131;1
P.13.0129;Farol (Decorativo) da viseira, CITY RUNNER;  Faróis ;11,38;https://motoxpert.pt/web/image/product.template/1461/image?unique=55af0b9;13,9974;131;1
P.13.0142;Farol CUB;  Faróis ;0,81;https://motoxpert.pt/web/image/product.template/1460/image?unique=55af0b9;0,9963;131;1
P.13.0187;Farol 24V, Redondo (MÉDIO) CLASSIC, TROTINETE;  Faróis ;6,5;https://motoxpert.pt/web/image/product.template/1459/image?unique=55af0b9;7,995;131;1
P.13.0122;Farol 24V, Redondo (GRANDE) CLASSIC, TROTINETE;  Faróis ;6,5;https://motoxpert.pt/web/image/product.template/1458/image?unique=55af0b9;7,995;131;1
P.13.0183;Farol 24V, Pequeno THENTIC, TROTINETE;  Faróis ;5,2;https://motoxpert.pt/web/image/product.template/1457/image?unique=55af0b9;6,396;131;1
P.04.0535;Vidro do Farol, VITORIA;  Faróis ;9,76;https://motoxpert.pt/web/image/product.template/784/image?unique=55af0b9;12,0048;131;1
P.04.0395;Vidro do Farol Decorativo (FRT pequeno), CITY RUNNER ;  Faróis ;3,25;https://motoxpert.pt/web/image/product.template/783/image?unique=55af0b9;3,9975;131;1
P.04.0599;Porta-Farol (n/ inclui farol), MIKILON;  Faróis ;8,13;https://motoxpert.pt/web/image/product.template/703/image?unique=55af0b9;9,9999;131;1
M3372036;Farol FRT, NECO (ONE 12 / ONE 12-R);  Faróis ;81,26;https://motoxpert.pt/web/image/product.template/32213/image?unique=a4f89a6;99,9498;131;1
P250;Farol (DRT+ESQ), ATV504-XP RAZER ;  Faróis ;16,26;https://motoxpert.pt/web/image/product.template/4473/image?unique=9cd4399;19,9998;131;1
P.13.0042;M4 : Farol FRT, ATV90, ATV504-XK;  Faróis ;16,26;https://motoxpert.pt/web/image/product.template/1562/image?unique=5776036;19,9998;131;1
33100-ALA6-9000;Farol, NECO (AZZURO 50-125);  Faróis ;65,45;https://motoxpert.pt/web/image/product.template/8114/image?unique=5e9b871;80,5035;131;1
P1238;Farol (redondo) (x2), TIPO 2, ATV110 / TOX (SPEEDBIRD);  Faróis ;23,58;https://motoxpert.pt/web/image/product.template/5802/image?unique=103bb20;29,0034;131;1
HERO-000-001;Casquilho p/ Farol, Tipo 2 (BA20D), BULLIT (HERO);  Faróis ;16,22;https://motoxpert.pt/web/image/product.template/9552/image?unique=1ad9d32;19,9506;131;1
M35100-25A00;Farol (completo), BULLIT (HERO 50 / BLUROC 125);  Faróis ;169,73;https://motoxpert.pt/web/image/product.template/32067/image?unique=3de7047;208,7679;131;1
XF125GY-B(G).62.1-0;Farol (completo), BULLIT (HERO);  Faróis ;81,26;https://motoxpert.pt/web/image/product.template/6978/image?unique=7867380;99,9498;131;1
P2395;Farol, ATV90 (MADOX);  Faróis ;16,26;https://motoxpert.pt/web/image/product.template/6541/image?unique=b2fd3d0;19,9998;131;1
P1772;Farol Decorativo (s/ Lampada), ATV49, QUAD RACER (QD07);  Faróis ;4,88;https://motoxpert.pt/web/image/product.template/5238/image?unique=0dfe9df;6,0024;131;1
P7124;Farolim, GUEWER (ZWD-ZGL);  Farolins ;0;https://motoxpert.pt/web/image/product.template/11111/image?unique=297e276;0;70;1
P.22.0148;Farolim, 36V, E-BIKE 24/26, BICICLETA ELECTRICA;  Farolins ;14,63;https://motoxpert.pt/web/image/product.template/3423/image?unique=55af0b9;17,9949;70;1
P.13.0185;Farolim 24V, Redondo, TROTINETE;  Farolins ;0,81;https://motoxpert.pt/web/image/product.template/1891/image?unique=2f85c24;0,9963;70;1
P.13.0130;Vidro Farolim  Fun racer/Shotgun;  Farolins ;11,38;https://motoxpert.pt/web/image/product.template/1736/image?unique=361dfed;13,9974;70;1
P.13.0177;Vidro do Farolim, PREDATOR 250;  Farolins ;52,84;https://motoxpert.pt/web/image/product.template/1730/image?unique=d0c8a04;64,9932;70;1
P.13.0124;Vidro do Farolim City Runner;  Farolins ;15,45;https://motoxpert.pt/web/image/product.template/1729/image?unique=55af0b9;19,0035;70;1
P.13.0179;Vidro do Farolim, ADVENTURE;  Farolins ;11,38;https://motoxpert.pt/web/image/product.template/1727/image?unique=55af0b9;13,9974;70;1
P.13.0018;Farolim (completo) c/ rabeira, JONWAY Eagle/Adventure;  Farolins ;31,71;https://motoxpert.pt/web/image/product.template/1645/image?unique=55af0b9;39,0033;70;1
P.13.0174;Farolim, YAMASAKI;  Farolins ;28,46;https://motoxpert.pt/web/image/product.template/1495/image?unique=55af0b9;35,0058;70;1
P.13.0173;Farolim, VICTORIA;  Farolins ;22,76;https://motoxpert.pt/web/image/product.template/1494/image?unique=55af0b9;27,9948;70;1
P.13.0033;Farolim Viper  ;  Farolins ;22,76;https://motoxpert.pt/web/image/product.template/1493/image?unique=55af0b9;27,9948;70;1
P.13.0178;Farolim (n/ inclui cablagem nem lampadas), JONWAY (EXPLORER);  Farolins ;48,78;https://motoxpert.pt/web/image/product.template/1492/image?unique=d19b2af;59,9994;70;1
P.13.0004;Farolim, JONWAY (SHOTGUN / FUN RACER);  Farolins ;40,61;https://motoxpert.pt/web/image/product.template/1491/image?unique=d0c8a04;49,9503;70;1
P.13.0114;Farolim, GTR250   ;  Farolins ;16,26;https://motoxpert.pt/web/image/product.template/1490/image?unique=55af0b9;19,9998;70;1
P.13.0035;Farolim ESQ Predator 125 ;  Farolins ;28,62;https://motoxpert.pt/web/image/product.template/1489/image?unique=d19b2af;35,2026;70;1
P.13.0117;Farolim (Quadrado), ATV150/250, UNIVERSAL;  Farolins ;39,84;https://motoxpert.pt/web/image/product.template/1488/image?unique=55af0b9;49,0032;70;1
P.13.0036;Farolim DRT Predator 125 ;  Farolins ;28,62;https://motoxpert.pt/web/image/product.template/1487/image?unique=55af0b9;35,2026;70;1
P.13.0175;Farolim DRT, ATV500;  Farolins ;73,17;https://motoxpert.pt/web/image/product.template/1486/image?unique=fd8d88b;89,9991;70;1
P.13.0143;Farolim CUB;  Farolins ;22,76;https://motoxpert.pt/web/image/product.template/1485/image?unique=55af0b9;27,9948;70;1
P.13.0054;Farolim (completo), 36V, E-BIKE, ECO 500, BICICLETA ELECTRICA  ;  Farolins ;16,26;https://motoxpert.pt/web/image/product.template/1484/image?unique=55af0b9;19,9998;70;1
P.13.0037;Farolim City Runner  ;  Farolins ;48,78;https://motoxpert.pt/web/image/product.template/1483/image?unique=d19b2af;59,9994;70;1
P.13.0150;Farolim BUBBLY;  Farolins ;48,78;https://motoxpert.pt/web/image/product.template/1482/image?unique=55af0b9;59,9994;70;1
P.13.0157;Farolim ATV 300 ;  Farolins ;39,84;https://motoxpert.pt/web/image/product.template/1481/image?unique=55af0b9;49,0032;70;1
P.13.0184;Farolim 24V, Oval, TROTINETE;  Farolins ;0,41;https://motoxpert.pt/web/image/product.template/1480/image?unique=55af0b9;0,5043;70;1
P.04.0601;Porta-Matricula, MIKILON;  Farolins ;16,26;https://motoxpert.pt/web/image/product.template/747/image?unique=55af0b9;19,9998;70;1
82000LMB0000;Farolim (completo), LAMBRETTA (V50 / V125 / V200);  Farolins ;240,37;https://motoxpert.pt/web/image/product.template/10800/image?unique=43d01d0;295,6551;70;1
XF125GY-B(G).68.1-0;Farolim Trás (LED), BULLIT (HERO);  Farolins ;52,85;https://motoxpert.pt/web/image/product.template/6979/image?unique=4489226;65,0055;70;1
P.13.0046;Vidro do Farolim, ATV110;  Farolins ;4,47;https://motoxpert.pt/web/image/product.template/1728/image?unique=27c2ab6;5,4981;70;1
P.13.0043;Farolim, ATV110-125 / TOX (SPEEDBIRD A110);  Farolins ;12,2;https://motoxpert.pt/web/image/product.template/1563/image?unique=4db3f4c;15,006;70;1
PROD11246;Farolim, ATV 110 / TOX (RAZER A502);  Farolins ;11,38;https://motoxpert.pt/web/image/product.template/34195/image?unique=7890191;13,9974;70;1
P.13.0044;Farolim (Tipo LED 12V), ATV90 (BIGFOOT);  Farolins ;12,2;https://motoxpert.pt/web/image/product.template/1564/image?unique=3bb4e14;15,006;70;1
P2394;Farolim (Tipo LED 12V), ATV90 (MADOX);  Farolins ;12,2;https://motoxpert.pt/web/image/product.template/6542/image?unique=aded03f;15,006;70;1
ZP682312;Farolim MALAGUTI (XSM 125 / XTM 125);  Farolins ;59,15;https://motoxpert.pt/web/image/product.template/11058/image?unique=30931d8;72,7545;70;1
679953;Farolim MALAGUTI (Monte Pro 125);  Farolins ;64,87;https://motoxpert.pt/web/image/product.template/10797/image?unique=1178c92;79,7901;70;1
33700-ALA6-9000;Farolim, AZZURRO 125 (Aro Cromado);  Farolins ;42,68;https://motoxpert.pt/web/image/product.template/8134/image?unique=c8e4a0e;52,4964;70;1
P2540;Farolim, PREDATOR 250 (A);  Farolins ;97,56;https://motoxpert.pt/web/image/product.template/6472/image?unique=d19b2af;119,9988;70;1
P1359;Farolim, SOLANA BT49QT-9;  Farolins ;37,4;https://motoxpert.pt/web/image/product.template/5136/image?unique=d0c8a04;46,002;70;1
P2966;KIT - Farolim (ESQ+DRT), ATV500;  Farolins ;97,56;https://motoxpert.pt/web/image/product.template/6264/image?unique=94df5b6;119,9988;70;1
P3640;Vidro farolim EXPLORER;  Farolins ;8,54;https://motoxpert.pt/web/image/product.template/6094/image?unique=55af0b9;10,5042;70;1
P4413;Farolim, GUEWER (ZWD 306);  Farolins ;24,35;https://motoxpert.pt/web/image/product.template/7331/image?unique=d61a635;29,9505;70;1
PROD13589;Pisca FRT / DRT (Laranja), ZNEN (ZN125T-E);  Piscas ;20,32;https://motoxpert.pt/web/image/product.template/36568/image?unique=4b17f84;24,9936;71;1
PROD13588;Pisca FRT / ESQ (Laranja), ZNEN (ZN125T-E);  Piscas ;20,32;https://motoxpert.pt/web/image/product.template/36567/image?unique=db28aa7;24,9936;71;1
P7191;Pisca FRT DRT, COMP. JONWAY (FUN RACER / SHOTGUN) / CPI, Rieju, Explorer, Generic, Ride, Keeway / UNIVERSAL;  Piscas ;12,2;https://motoxpert.pt/web/image/product.template/10919/image?unique=1dff158;15,006;71;1
P7369;Pisca TRAS DRT p/ CPI, Keeway, Kymco, Rieju, JONWAY (FUN RACER) / UNIVERSAL;  Piscas ;20,32;https://motoxpert.pt/web/image/product.template/10468/image?unique=6561736;24,9936;71;1
P7368;Pisca TRAS ESQ p/ CPI, Keeway, Kymco, Rieju, JONWAY (FUN RACER) / UNIVERSAL;  Piscas ;20,32;https://motoxpert.pt/web/image/product.template/10467/image?unique=1e4081a;24,9936;71;1
